:START_ID(Customer),:END_ID(Review),:TYPE
FS045,3136,WROTE
NN992,3665,WROTE
VO839,3421,WROTE
UV185,3663,WROTE
CB552,4188,WROTE
VW282,1172,WROTE
FR131,1637,WROTE
QO801,2747,WROTE
DY566,1985,WROTE
LT787,3247,WROTE
JO978,4361,WROTE
ER267,170,WROTE
GS970,612,WROTE
UG099,742,WROTE
UD654,514,WROTE
US789,746,WROTE
JO978,2153,WROTE
GS970,2272,WROTE
ET738,2633,WROTE
UN313,2895,WROTE
AG377,2915,WROTE
BE531,4789,WROTE
UQ126,3381,WROTE
GH572,3669,WROTE
HB552,2356,WROTE
ID078,2664,WROTE
MW797,4719,WROTE
GY227,4942,WROTE
FN752,3066,WROTE
UX720,3234,WROTE
ZY562,4112,WROTE
TX494,4287,WROTE
XD471,2282,WROTE
TP845,2359,WROTE
DX546,2805,WROTE
UD950,4481,WROTE
TF836,4919,WROTE
LP961,356,WROTE
OE837,783,WROTE
DY566,3345,WROTE
MX294,3481,WROTE
UC855,3510,WROTE
GV152,3572,WROTE
TI502,4152,WROTE
TJ349,4932,WROTE
PN121,2222,WROTE
NB019,2268,WROTE
DX546,2724,WROTE
TF836,158,WROTE
OZ845,528,WROTE
OV175,1060,WROTE
EG092,1236,WROTE
VO839,133,WROTE
LT787,1494,WROTE
QO801,4172,WROTE
AY360,4410,WROTE
TX494,3468,WROTE
OI217,2460,WROTE
WR609,2630,WROTE
UG099,2875,WROTE
AY360,2926,WROTE
CB552,2799,WROTE
NN992,3894,WROTE
VW282,3202,WROTE
DY566,4002,WROTE
QO801,4265,WROTE
EG092,205,WROTE
LC708,491,WROTE
FR131,1010,WROTE
EG092,1029,WROTE
FN752,1309,WROTE
LP961,1365,WROTE
PK065,4585,WROTE
HB552,4635,WROTE
ES731,77,WROTE
UN313,244,WROTE
TR797,803,WROTE
PU637,1400,WROTE
GH572,3614,WROTE
TK597,3939,WROTE
MW797,2533,WROTE
QN420,2885,WROTE
PK065,2054,WROTE
NB002,2665,WROTE
YQ009,2934,WROTE
JJ935,3,WROTE
PK065,393,WROTE
VO839,1163,WROTE
AG377,1401,WROTE
JJ935,1492,WROTE
FN752,4939,WROTE
TM772,3248,WROTE
UQ126,3730,WROTE
FN752,4139,WROTE
ZP972,3060,WROTE
VW282,3317,WROTE
NB019,3405,WROTE
TM772,3890,WROTE
KE304,4007,WROTE
IU348,4138,WROTE
NB019,318,WROTE
TZ806,437,WROTE
ZX420,1249,WROTE
ID078,1682,WROTE
WR609,2175,WROTE
TP845,2360,WROTE
GU953,4897,WROTE
QN420,4904,WROTE
TM772,4973,WROTE
NQ516,4459,WROTE
TI502,3301,WROTE
TP845,4402,WROTE
PN121,1949,WROTE
TJ349,2287,WROTE
YQ009,2504,WROTE
UN313,2056,WROTE
WR609,2557,WROTE
ET738,4743,WROTE
UN313,15,WROTE
MW797,371,WROTE
XD471,460,WROTE
XS276,832,WROTE
FN752,1423,WROTE
TP845,3021,WROTE
TX494,3549,WROTE
TX494,4070,WROTE
JJ935,4630,WROTE
US789,4916,WROTE
TJ349,2851,WROTE
UQ170,33,WROTE
AY360,281,WROTE
TX494,1087,WROTE
LT787,1454,WROTE
UV380,3023,WROTE
TM772,3030,WROTE
NN992,3106,WROTE
EG092,3981,WROTE
ZY562,3991,WROTE
WQ694,2345,WROTE
MW797,1701,WROTE
OI217,1819,WROTE
FB602,1929,WROTE
TF836,2283,WROTE
FN752,3291,WROTE
TI502,3642,WROTE
MU442,4364,WROTE
NQ228,3721,WROTE
YQ009,3827,WROTE
HY451,4030,WROTE
FR076,767,WROTE
MX294,4552,WROTE
TR797,4783,WROTE
NN992,1761,WROTE
LC708,2577,WROTE
HB552,2754,WROTE
KT263,1563,WROTE
WR609,1767,WROTE
UD950,2081,WROTE
ET738,2098,WROTE
UG099,2103,WROTE
NB002,1509,WROTE
MT817,3440,WROTE
GY227,3548,WROTE
UC855,4252,WROTE
NN992,4535,WROTE
DX546,4749,WROTE
NB019,321,WROTE
UQ126,754,WROTE
HF081,1339,WROTE
XS276,1572,WROTE
FN752,1577,WROTE
UQ126,2549,WROTE
FR131,2075,WROTE
UX720,2090,WROTE
ZX420,2333,WROTE
ZP972,2874,WROTE
PU637,1026,WROTE
QO801,3735,WROTE
LC708,3901,WROTE
TM772,4380,WROTE
GU953,3499,WROTE
HB552,3672,WROTE
GV152,1592,WROTE
QO801,2948,WROTE
GY227,258,WROTE
CB552,280,WROTE
FR131,26,WROTE
OV175,918,WROTE
UN313,3656,WROTE
DY566,4106,WROTE
FS045,4960,WROTE
DV187,2172,WROTE
QC191,2486,WROTE
VO839,3978,WROTE
LT787,94,WROTE
MX294,801,WROTE
PK065,238,WROTE
JI223,282,WROTE
FR131,787,WROTE
YQ009,1183,WROTE
TK597,1326,WROTE
TJ349,1327,WROTE
UN313,1466,WROTE
FS045,3295,WROTE
DR567,3787,WROTE
DY566,1709,WROTE
UX720,2520,WROTE
JO978,2341,WROTE
FB602,4201,WROTE
BE531,21,WROTE
QO801,251,WROTE
AI186,1192,WROTE
QN420,4779,WROTE
NB002,4463,WROTE
EO425,4555,WROTE
HB552,4972,WROTE
ZX420,3082,WROTE
CB552,3843,WROTE
EG092,4121,WROTE
ZP972,4213,WROTE
FM680,4387,WROTE
JO978,1662,WROTE
MU442,2662,WROTE
AI186,85,WROTE
JO498,234,WROTE
GV152,3367,WROTE
OV175,4539,WROTE
GH572,2770,WROTE
TZ806,3583,WROTE
UD654,3782,WROTE
TK597,235,WROTE
TR797,176,WROTE
OE837,332,WROTE
TK597,568,WROTE
ZY562,759,WROTE
CM221,3573,WROTE
NZ483,1557,WROTE
TI502,2310,WROTE
XS276,2860,WROTE
MT817,4785,WROTE
JI223,3168,WROTE
OE837,3871,WROTE
PK065,179,WROTE
FB602,1370,WROTE
KE304,1571,WROTE
LV223,3429,WROTE
NN992,4263,WROTE
HF081,1299,WROTE
FR131,1313,WROTE
JO978,17,WROTE
DX546,298,WROTE
EO425,1307,WROTE
NZ483,1924,WROTE
WR609,2178,WROTE
WR609,3742,WROTE
GH572,414,WROTE
JI223,610,WROTE
AG377,1287,WROTE
UV380,1510,WROTE
CM221,4516,WROTE
QN420,2459,WROTE
TK597,1956,WROTE
GS970,2444,WROTE
CM221,263,WROTE
VW282,493,WROTE
NQ516,3140,WROTE
TI502,3336,WROTE
HY451,3801,WROTE
NZ483,4229,WROTE
HB552,3561,WROTE
BE531,338,WROTE
EG092,855,WROTE
UQ126,967,WROTE
MU442,1306,WROTE
QC191,1630,WROTE
UD950,1684,WROTE
WQ694,1827,WROTE
XW166,2855,WROTE
TM772,4633,WROTE
EG092,4889,WROTE
WR609,226,WROTE
VO839,309,WROTE
UQ170,779,WROTE
SO908,909,WROTE
TJ349,948,WROTE
QO801,1112,WROTE
TI502,3695,WROTE
BE531,3944,WROTE
WQ694,4134,WROTE
KE304,4281,WROTE
TI502,4290,WROTE
VW282,1923,WROTE
VW282,1004,WROTE
UV185,3831,WROTE
FB602,3150,WROTE
FR131,4445,WROTE
JO498,1844,WROTE
TK597,4514,WROTE
UD950,391,WROTE
CB552,691,WROTE
XW166,1364,WROTE
OV175,2299,WROTE
OI217,2417,WROTE
SO908,2443,WROTE
UQ126,3357,WROTE
DR567,3206,WROTE
UD654,3241,WROTE
UA828,3296,WROTE
NB002,4312,WROTE
LP961,2191,WROTE
WR609,354,WROTE
MW797,714,WROTE
DV187,4485,WROTE
OZ845,4708,WROTE
DY566,4882,WROTE
QN420,3516,WROTE
FM680,3557,WROTE
FR131,3842,WROTE
FR076,4244,WROTE
FB602,4301,WROTE
TJ349,1724,WROTE
GS970,2020,WROTE
TF836,2681,WROTE
